52700,0.651,-4.864,-4.443
52750,-6.587,-13.749,-0.881
52800,0.689,-8.426,-6.855
52850,-3.026,-7.583,0.613
52900,-2.26,-7.583,-3.217
52950,-2.681,-7.506,-3.523
53000,-3.102,-8.158,-2.528
53050,-5.055,-10.187,-1.302
53100,-3.447,-10.111,-2.221
53150,-1.111,-10.417,-3.37
53200,-4.864,-11.796,0.383
53250,0.421,-12.907,-2.413
53300,-1.455,-11.949,-3.255
53350,-4.749,-11.145,-1.723
53400,-2.834,-10.226,-5.592
53450,-0.038,-7.621,-2.298
53500,-1.034,-7.736,-4.596
53550,-1.915,-3.37,-3.906
53600,1.111,-2.068,-3.868
53650,1.264,-2.757,-5.821
53700,0.383,-2.106,-7.468
53750,1.532,-3.677,-7.047
53800,3.523,-12.868,-14.209
53850,1.34,-5.132,-7.851
53900,-1.877,-7.162,-5.477
53950,-2.489,-12.907,-3.792
54000,1.149,-8.158,-5.4
54050,-2.03,-8.464,-2.911
54100,-4.366,-7.966,-4.06
54150,-3.026,-7.353,-3.485
54200,-2.068,-7.123,-3.945
54250,-1.609,-7.583,-3.255
54300,-4.021,-8.962,-0.996
54350,-2.451,-9.306,-1.877
54400,-2.834,-9.421,-0.766
54450,-3.485,-10.264,-1.494
54500,-4.443,-11.03,-1.877
54550,-3.638,-11.413,-1.609
54600,-2.681,-10.264,-1.877
54650,0.421,-12.6,-2.681
54700,-0.345,-13.519,0
54750,-3.217,-10.685,-1.417
54800,-2.489,-8.923,-5.668
54850,-0.957,-6.319,-2.336
54900,-1.532,-6.472,-3.753
54950,-1.264,-4.213,-4.366
55000,1.072,-2.681,-3.792
55050,0.268,-2.987,-5.63
55100,0.115,-2.872,-6.434
55150,0.613,-3.945,-6.97
55200,1.149,-4.481,-9.115
55250,-9.728,-15.97,-10.915
55300,0.115,-1.417,0.881
55350,-5.055,-17.579,-5.247
55400,-0.728,-6.97,-3.409
55450,-3.485,-9.077,-3.638
55500,-3.37,-7.353,-3.026
55550,-2.451,-7.43,-2.834
55600,-1.34,-7.43,-2.413
55650,-2.949,-9.268,-0.345
55700,-3.102,-9.804,-1.992
55750,-4.443,-9.23,-1.8
55800,-2.987,-10.762,-1.953
55850,-4.864,-11.298,-1.417
55900,-3.485,-11.375,-3.064
55950,-1.992,-12.638,-1.417
56000,-1.609,-12.638,1.647
56050,-2.796,-11.949,-3.715
56100,-1.992,-9.23,-4.289
56150,-1.379,-6.319,-2.26
56200,-1.072,-4.213,-2.949
56250,0.153,-1.647,-4.213
56300,-0.651,-2.911,-6.549
56350,-0.383,-4.94,-6.855
56400,-2.719,-4.175,-7.66
56450,0.345,-13.136,-7.813
56500,2.796,-7.085,-1.187
56550,-1.762,-4.672,3.37
56600,-7.392,-17.349,-4.672
56650,-0.268,-6.511,-4.902
56700,-5.821,-8.272,-1.302
56750,-3.485,-9.153,-3.638
56800,-1.57,-6.089,-3.638
56850,-3.906,-7.009,-5.17
56900,-4.787,-6.396,-3.792
56950,-2.719,-10.915,-4.136
57000,-3.523,-11.566,-4.366
57050,4.404,-7.889,-11.451
57100,-0.153,-6.779,-3.332
57150,0.843,-8.655,3.064
57200,-1.417,-9.536,-0.996
57250,1.226,-9.575,-3.255
57300,-1.187,-9.306,-4.902
57350,-3.332,-8.732,-6.243
57400,-3.026,-7.047,-4.06
57450,0.919,-7.583,-2.221
57500,0.383,-6.319,-3.753
57550,-0.306,-7.698,-4.404
57600,-2.221,-7.775,-3.217
57650,-1.953,-17.579,-6.74
57700,-0.077,-5.706,-1.379
57750,-2.528,-6.702,-0.957
57800,-4.826,-10.302,-0.498
57850,-3.6,-9.498,-0.613
57900,-1.072,-10.455,-0.306
57950,-2.796,-8.847,-1.532
58000,-3.792,-10.034,-0.574
58050,-2.834,-8.732,-1.226
58100,-1.915,-8.043,-0.421
58150,-1.877,-9.115,-1.417
58200,-4.021,-9.192,-3.064
58250,-3.447,-12.6,-2.26
58300,3.447,-10.685,-0.689
58350,-2.987,-11.949,-3.409
58400,-3.638,-10.072,-2.413
58450,-1.226,-8.081,-2.911
58500,0.23,-5.898,-2.145
58550,-0.038,-4.711,-3.677
58600,-0.383,-4.711,-4.328
58650,-1.264,-8.349,-2.643
58700,-7.277,-17.579,-1.034
58750,1.455,-0.881,9.345
58800,-4.136,-10.762,0.613
58850,-1.264,-9.996,-1.187
58900,-2.987,-9.306,-0.536
58950,-3.715,-8.847,-0.574
59000,-2.604,-9.46,-0.115
59050,-2.911,-8.923,-0.651
59100,-3.179,-8.004,-2.03
59150,-3.37,-7.315,-2.987
59300,5.055,-12.447,-1.992
59350,-4.136,-10.953,-2.451
59400,-3.485,-9.345,-3.255
59450,-1.226,-6.97,-1.494
59500,0.843,-5.055,-1.034
59550,-2.145,-6.243,-0.766
59600,-5.477,-7.928,3.906
59650,-3.638,-17.349,-3.37
59700,3.6,-8.426,-2.872
59750,-5.592,-8.502,-0.843
59800,-5.362,-9.728,-1.992
59850,-0.804,-8.464,-1.8
59900,-1.953,-9.613,-0.957
59950,-3.14,-9.536,-0.689
60000,-4.136,-9.115,-0.038
60050,-3.6,-9.421,-1.302
60150,-2.757,-8.962,-0.996
60200,-3.255,-8.387,-0.804
60250,-2.681,-9.153,-1.379
60300,-2.911,-10.264,-0.421
60350,-2.489,-10.724,-1.072
60400,-1.647,-10.111,-1.532
60500,1.532,-8.349,-2.106
60550,-2.604,-9.651,-3.83
60600,-2.183,-9.498,-3.868
60650,-1.379,-9.345,-4.672
60700,-0.306,-8.655,-3.945
60750,-0.306,-6.97,-4.557
60800,-1.877,-6.166,-3.792
60850,-1.838,-5.132,-3.37
60900,-1.34,-5.209,-3.945
60950,0.077,-5.745,-3.332
61000,-2.719,-16.238,-2.987
61050,-2.183,-12.677,-15.511
61150,-5.783,-8.502,0.728
61200,-1.532,-10.379,-1.532
61250,-1.187,-9.996,-0.574
61300,-2.336,-9.306,-0.345
61350,-2.451,-9.306,-1.149
61400,-2.949,-8.158,-2.183
61450,-4.366,-9.268,-1.838
61500,-0.766,-11.145,-1.072
61550,1.149,-10.379,-2.068
61600,-2.566,-8.809,-0.881
61650,0.843,-11.949,-4.06
61700,-1.226,-8.043,-0.46
61750,-0.421,-6.166,-2.298
61800,0.191,-6.243,-0.881
61850,6.396,-7.851,-1.379
61900,-5.247,-18.651,-4.596
61950,-0.268,-5.055,-4.787
62000,-3.638,-5.975,2.796
62050,1.953,-12.332,-8.158
62100,-3.523,-8.694,-1.149
62150,-3.715,-8.923,0.191
62200,-4.519,-7.813,-2.719
62250,-4.366,-9.038,-1.609
62300,3.753,-11.375,-2.145
62350,-2.489,-12.677,-6.089
62400,0.23,-8.885,-1.8
62450,-1.8,-7.162,-3.102
62500,2.145,-5.017,-2.298
62550,0.268,-5.17,-2.604
62600,-0.345,-8.923,-0.881
62650,-2.183,-15.09,-6.817
62700,-3.523,-3.83,1.187
62750,-3.906,-9.996,1.532
62800,-2.872,-10.149,-3.332
62850,-0.268,-9.728,1.685
62900,-2.528,-9.23,-0.957
62950,-4.519,-9.153,0.574
63000,-3.026,-9.383,-0.153
63050,-1.953,-8.962,0.268
63100,-3.332,-9.038,0.191
63150,-4.481,-8.847,-0.191
63200,-3.906,-9.153,-0.613
63250,-3.026,-8.809,-1.187
63300,-1.34,-8.847,-1.264
63350,-1.838,-7.506,-1.685
63400,-4.404,-9.46,-2.221
63450,-4.136,-13.634,-1.992
63500,2.374,-10.034,-0.613
63550,-0.038,-10.149,-5.017
63600,-5.17,-9.536,-0.766
63650,-1.57,-11.987,-4.826
63700,-0.345,-6.511,-3.332
63750,0.077,-1.953,-1.302
63800,-0.345,-2.681,-3.217
63850,-1.264,-3.6,0.804
63900,-9.651,-13.213,-6.626
63950,0.345,-3.409,0.766
64000,-9.996,-14.438,5.362
64050,2.566,-10.302,-7.621
64100,-1.417,-7.583,0.689
64150,-4.519,-9.115,-1.034
64200,-3.026,-7.315,-2.145
64250,-1.302,-6.894,-3.906
64300,-5.898,-8.809,-0.651
64350,-1.877,-12.332,-4.06
64400,-0.651,-7.277,-5.668
64450,-5.362,-7.545,-2.796
64500,-0.038,-9.996,-3.294
64550,-0.651,-8.081,-4.251
64600,-0.843,-8.426,-3.792
64650,-0.153,-6.204,-2.413
64700,-0.728,-6.128,-3.562
64750,-1.264,-6.932,-4.94
64800,-0.919,-6.855,-1.8
64850,-1.34,-18.728,-11.872
64900,-2.719,-3.868,3.255
64950,-6.089,-9.958,0.881
65000,-1.226,-9.421,-0.651
65050,-0.268,-10.341,-2.604
65100,-3.37,-9.575,-0.843
65150,-3.906,-8.349,-1.264
65200,-2.145,-9.192,-1.57
65250,-1.8,-9,-2.145
65300,-2.489,-9.115,-0.421
65350,-3.37,-9.038,-1.455
65400,-3.562,-8.923,-1.264
65450,-2.106,-9.613,-0.23
65500,-1.838,-9.46,-0.843
65550,-2.145,-9.077,-0.728
65600,-2.566,-8.923,-0.689
65650,-2.566,-9.536,-1.226
65700,-1.762,-9.153,-1.226
65750,-2.451,-8.655,-2.03
65800,-2.872,-9.038,-2.451
65850,-2.987,-9.038,-2.604
65900,-4.711,-9.996,-0.421
65950,-0.728,-9.613,-0.077
66000,2.796,-10.8,-0.613
66050,0.306,-10.494,-2.643
66100,1.111,-11.987,-1.992
66150,-0.077,-10.341,-2.106
66200,-1.455,-6.664,-2.489
66250,1.34,-5.936,-1.226
66300,1.455,-6.089,-0.881
66350,3.064,-8.081,-0.383
66400,-9.804,-18.996,-11.643
66450,0.804,-2.145,0.728
66500,-2.834,-12.332,-2.987
66550,-3.102,-7.736,-0.728
66600,0.421,-8.962,-1.723
66650,-3.562,-9.575,-0.268
66700,-3.677,-8.617,-0.881
66750,-3.753,-9.115,-1.953
66800,-2.374,-9,-1.532
66850,-3.179,-8.77,-1.034
